127.0.0.1 - - [24/Apr/2017:09:12:08 +0800] "POST /manageupdateStep HTTP/1.1" 200 7
192.168.2.105 - - [24/Apr/2017:09:12:09 +0800] "POST /frontshowsic HTTP/1.1" 200 9
127.0.0.1 - - [24/Apr/2017:09:12:10 +0800] "POST /manageupdateStep HTTP/1.1" 200 7
192.168.2.105 - - [24/Apr/2017:09:12:10 +0800] "POST /frontshowsic HTTP/1.1" 200 9
127.0.0.1 - - [24/Apr/2017:09:12:11 +0800] "GET /k/345 HTTP/1.1" 301 -
192.168.2.105 - - [24/Apr/2017:09:12:11 +0800] "POST /frontshowsic HTTP/1.1" 200 9
127.0.0.1 - - [24/Apr/2017:09:12:11 +0800] "GET /k/io/io-file/345.html HTTP/1.1" 200 90182
192.168.2.105 - - [24/Apr/2017:09:12:12 +0800] "POST /frontshowsic HTTP/1.1" 200 9
127.0.0.1 - - [24/Apr/2017:09:12:12 +0800] "GET /frontnormalPageVisited?knowledge.id=345 HTTP/1.1" 200 7
192.168.2.105 - - [24/Apr/2017:09:12:13 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:14 +0800] "POST /frontshowsic HTTP/1.1" 200 9
127.0.0.1 - - [24/Apr/2017:09:12:14 +0800] "GET /frontanswerVisited?step.id=2446 HTTP/1.1" 200 7
192.168.2.105 - - [24/Apr/2017:09:12:15 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:16 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:17 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:18 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:19 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:20 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:21 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:22 +0800] "POST /frontshowsic HTTP/1.1" 200 9
192.168.2.105 - - [24/Apr/2017:09:12:23 +0800] "POST /frontshowsic HTTP/1.1" 200 9
